Sentences,Sentiment
"Cũng theo người đứng đầu quản lý quỹ này, thị trường chứng khoán Việt Nam quá rẻ vào năm 2022. Việt Nam đang giao dịch ở mức thấp hơn so với thị trường chứng khoán Indonesia, Thái Lan, Malaysia và Philippines khoảng 30%, khi nhìn vào lợi nhuận tương đối trong 12 tháng qua (Asean4: -3% so với Việt Nam: -32%)",-1
" Đặc biệt, những dự án đã hoàn thành cũng được vay vốn",-1
"“Có vẻ như họ sẽ tăng lãi suất trong tháng 5 và sau đó dựa vào lợi ích mà sự giảm tốc trong nền kinh tế mang lại cho cuộc chiến chống lạm phát”, nhà kinh tế Derek Tang của LH Meyer/Monetary Policy Analytics nói với hãng tin Bloomberg.Tuy nhiên, các cuộc khủng hoảng tín dụng trong lịch sử thường gây ra nhiều biến động và khó lường. Ông Tan cũng cảnh báo việc dựa vào sự thắt chặt tín dụng một cách có trật tự để kiềm chế lạm phát là một cách làm đầy rủi ro.Trên thực tế, thị trường lãi suất tương lai đang đặt cương nghiêng về khả năng Fed sẽ thay đổi lập trường chính sách tiền tệ và bắt đầu cắt giảm lãi suất trong nửa sau của năm nay",-1
" Đồng thời, nghiên cứu, chuẩn bị nguồn lực, điều kiện cần thiết để thành lập CTCP Phân phối VLXD – Nội thất Hoa Sen (CTCP Hoa Sen Home) và tổ chức chuyển giao mảng phân phối VLXD cho CTCP Hoa Sen Home vào một thời điểm phù hợp, dự kiến năm 2024-2026.Đối với kế hoạch phân phối lợi nhuận, niên độ 2021-2022, Công ty ghi nhận lợi nhuận là 251,3 tỷ đồng, Công ty dự kiến trích lập quỹ khen thưởng 2%, quỹ phúc lợi 2% và 4% trích quỹ tài trợ, từ thiện và công ty dự kiến cổ tức 3% bằng cổ phiếu cho niên độ 2021-2022.Bên cạnh đó, HSG công bố kết quả kinh doanh sơ bộ quý 2 năm tài chính 2023 với lợi nhuận ròng đạt khoảng 50 tỷ đồng, tương ứng lỗ ròng trong 6 tháng đầu năm tài chính 2023 khoảng 630 tỷ đồng",1
"Cụ thể, lực cầu ngoại đã quay trở lại trên lĩnh vực Bất động sản khi VRE, VHM, và NVL được mua ròng ở cường độ cao. Ngoài ra, hoạt động mua rồng tiếp tục duy trì trên lĩnh vực Tài chính và Nguyên vật liệu, tập trung trên SSI, SHB, VND, HSG, và DCM. Ở chiều ngược lại, lĩnh vực Năng lượng bị bán ròng nhiều nhất khi áp lực bán từ khối ngoại tập trung phần lớn trên PLX.",1
"Vào năm 2019, thời gian gắn bó trung bình của người lao động với công ty tại Nhật Bản là 12,4 năm, so với mức trung bình của OECD là 10,1 năm",0
" Dư nợ tín dụng dự kiến đạt hơn 511.200 tỷ đồng, tăng 15%. Huy động vốn phù hợp với tăng trưởng tín dụng thực tế nhằm tối ưu hóa nguồn huy động. Tỷ lệ nợ xấu dự kiến thấp hơn 1,5%.Cũng theo ông Jens Lottner, với tăng trưởng GDP được dự báo từ 6 - 7%, nền kinh tế còn nhiều khó khăn nhưng chiến lược của Techcombank vẫn không thay đổi, tập trung vào phân khúc bán lẻ và đẩy mạnh số hoá",1
" Ngoài ra còn phải kể tới cổ phiếu Intel với mức tăng 2,7%.Tâm điểm của tuần này là dữ liệu lạm phát. Vào ngày thứ Ba, Bộ Lao động Mỹ sẽ công bố chỉ số giá tiêu dùng (CPI) tháng 1 và thị trường đang chờ xem liệu lạm phát có giảm thêm hay không – cơ sở để họ căn chỉnh kỳ vọng về các động thái chính sách tiền tệ tiếp theo của Cục Dự trữ Liên bang Mỹ (Fed)",0
"  Năm 2021, tăng trưởng tín dụng vào lĩnh vực chứng khoán lên tới 23,85%, cao gần gấp đôi mức tăng tưởng tín dụng chung của nền kinh tế là 13,61%. Tín dụng vào các lĩnh vực tiềm ẩn rủi ro khác như bất động sản, trái phiếu cũng tăng trưởng mạnh hơn mặt bằng chung",1
"Nhu cầu không gian văn phòng tiếp tục sụt giảm ở nhiều thành phố lớn trên thế giới, với tỷ lệ văn phòng bị bỏ trống tăng lên mức cao nhất 20 năm ở New York và London. Đây là một hệ quả của xu hướng làm việc từ xa, cho dù các doanh nghiệp cố gắng tìm cách đưa nhân viên trở lại văn phòng sau đại dịch Covid-19.Tờ Financial Times dẫn dữ liệu từ CoStar, một công ty nghiên cứu chuyên về bất động sản thương mại cho thấy tỷ lệ văn phòng bị bỏ trống đã tăng lên mức cao mới và đầu tư vào bất động sản văn phòng đã giảm mạnh trong quý 3 năm nay so với cùng kỳ năm ngoái ở London, New York và một thành phố lớn khác của Mỹ là San Francisco.Tình trạng suy giảm kéo dài của thị trường văn phòng diễn ra trong bối cảnh lãi suất tăng cao và tỷ lệ lấp đầy văn phòng giảm xuống thấp đang gây áp lực lên mức định giá các toà nhà văn phòng. Một tín hiệu đáng mừng cho các chủ văn phòng cho thuê là những tháng gần đây, một số doanh nghiệp lớn như Amazon, BlackRock, Lloyds Banking Group và JPMorgan Chase đã đưa ra quy định bắt buộc nhân viên phải có mặt tại văn phòng vào những ngày nhất định",-1
"Tuy nhiên phần lớn còn lại vẫn chưa vượt qua được đỉnh vừa rồi, tức là đang trong giai đoạn retest đỉnh",1
"Cụ thể, kết quả kiểm toán ghi nhận doanh thu hợp nhất của Vietjet đạt hơn 40.141 tỉ đồng, trong đó doanh thu vận tải hàng không đạt 33.077 tỉ đồng, lỗ sau thuế 2.261 tỉ đồng; chênh lệch không đáng kể so với báo cáo tự lập.Nỗ lực khắc phục những ảnh hưởng từ dịch Covid-19, trong năm 2022, Vietjet thực hiện được 116.000 chuyến bay, vận chuyển 20,5 triệu lượt hành khách trên 103 đường bay nội địa và quốc tế. Trong đó, vận tải hành khách nội địa là nhân tố dẫn dắt sự phục hồi với hơn 99.000 chuyến bay và 17,8 triệu lượt khách. Tổng số chuyến bay và lượt khách năm 2022 của Vietjet đạt 115% kế hoạch năm",1
* Khách hàng quan tâm đăng ký mở tài khoản chứng khoán phái sinh tại đây: https://vcbs,0
" Hạng mục này chỉ đứng sau chi cho an sinh xã hội (341 tỷ Bảng), y tế (245 tỷ Bảng) và giáo dục (131 tỷ Bảng)",0
"Xét về nhóm ngành, ngành mang tính chu kỳ như Tài chính - Ngân hàng và Thép đang thu hút nhiều sự quan tâm nhất, có thể đến từ mức định giá hấp dẫn và yếu tố đáp ứng được điều kiện về mặt thanh khoản từ nhóm cổ phiếu này",1
"Đà tăng của thị trường đang chững lại và trong ngắn hạn thị trường có thể có rủi ro điều chỉnh sau khi vượt cản, các nhà đầu tư ngắn hạn hạn chế mua đuổi, có thể xem xét chốt lời dần các mã đã đạt mục tiêu và duy trì danh mục ở mức tỷ trọng trung bình. Nhà đầu tư trung, dài hạn tiếp tục nắm giữ danh mục các cổ phiếu tiềm năng đã giải ngân như chúng tôi vẫn thường xuyên khyến nghị thời gian vừa qua"".Xu hướng tăng của chỉ số nhiều khả năng sẽ tiếp tục(Công ty Cổ phần Chứng khoán KB Việt Nam - KBSV)“VN-Index trải qua diễn biến khá giằng co trong phiên với các nhịp tăng giảm đan xen trước khi đóng cửa với mức tăng nhẹ",0
"Dữ liệu tài chính sơ bộ tháng 1 - tháng đầu tiên sau khi các nước phương Tây áp đặt giá trần Nga và lệnh cấm nhập khẩu một phần với dầu Nga từ tháng 12 năm ngoái - cho thấy thâm hụt ngân sách của Moscow đã chiếm khoảng 60% mức thâm thụt dự báo cho cả năm nay. Tuy vậy, Bộ Tài chính Nga khẳng định Chính phủ vẫn đang đi đúng hướng để đạt được các mục tiêu ngân sách trong năm 2023.“Những con số này đánh dấu lần đầu tiên trong lịch sử hiện đại, Nga tăng mạnh chi tiêu vào thời điểm nguồn thu giảm mạnh”, bà Natalia Lavrova, nhà kinh tế trưởng tại BCS Global Markets, nói",0
"Với mức tăng như vậy, giá trị vốn hoá thị trường của VinFast đạt hơn 85 tỷ USD, cao hơn cả vốn hoá của những “gã khổng lồ” trong ngành công nghiệp ô tô toàn cầu như Ford, General Motors (GM) và Mercedes-Benz Group",1
" Đơn vị: Euro/megawatt giờ.Giá khí đốt giảm là tin vui đối với hàng triệu hộ gia đình và doanh nghiệp trên khắp châu Âu vốn dĩ phải xoay sở với hoá đơn năng lượng “khủng” trong suốt năm 2022. Tuy nhiên, giới phân tích cho rằng giờ chưa phải là lúc để tin cuộc khủng hoảng năng lượng đã chấm dứt.KHỦNG HOẢNG NĂNG LƯỢNG CHƯA TỚI HỒI KẾTGiá năng lượng giảm sâu đã giúp kéo tốc độ lạm phát ở châu Âu đi xuống",1
" Trong 6 tháng đầu năm 2023, NVL đã đạt được các thỏa thuận như hoãn thanh toán gốc và lãi cho 10,9 nghìn tỷ đồng trái phiếu cho đến năm 2024-2026 và thanh toán gốc và lãi của khoảng 600 tỷ đồng trái phiếu bán lẻ bằng các tài sản được phát triển bởi NVL.",1
"Giá vàng thế giới duy trì xu hướng giảm khá mạnh do tâm lý thận trọng của giới đầu tư trước khi Mỹ công bố báo cáo lạm phát tháng 7. Giá vàng miếng trong nước sáng nay (10/8) giảm nhẹ, tiếp tục xu thế lình xình quanh ngưỡng 67,3 triệu đồng/lượng và “vênh” thế giới hơn 12 triệu đồng/lượng",-1
" Hôm nay giao dịch 2 sàn lại tụt xuống quanh 9k tỷ sau khi tăng lên khoảng 10,6k tỷ hôm qua. Khả năng cao là thanh khoản sẽ chỉ quanh quẩn 7k-10k tỷ giai đoạn này, cho đến khi có một cú hích nào đó đủ mạnh để tạo sự đồng thuận",0
"Quý 2 vừa qua, kinh tế Trung Quốc tăng trưởng 6,3% so với cùng kỳ năm ngoái, nhưng mức tăng này có được một phần do cơ sở so sánh thấp là quý 2/2022 - thời điểm nhiều thành phố lớn của nước này gồm Thượng Hải phong toả chống Covid",0
" Thị trường tiếp tục chịu tác động têu cực bởi chứng khoán toàn cầu đang giảm mạnh do lo ngại rủi ro hệ thống ngân hàng ở Mỹ và châu Âu, khối ngoại bán ròng khá mạnh trong phiên hôm nay. Với điểm số hiện tại VN-Index giảm xuống dưới MA20 và không duy trì được kênh tăng ngắn hạn. Mặc dù biến động tổng thể của thị trường trong 1 tháng vừa qua là không lớn và có xu hướng tích lũy, nhưng trong ngắn hạn rủi ro đang tăng lên đặc biệt trong bối cảnh chứng khoán toàn cầu suy giảm mạnh và thị trường không có các thông tin tích cực nâng đỡVới góc nhìn trung - dài hạn chúng tôi nhận định VN-Index vẫn đang trong xu hướng biến động hẹp dần có tính tích lũy cạn kiệt. Nhìn trên biểu đồ có thể thấy các đỉnh và đáy của các sóng gần đây có xu hướng thu hẹp biên độ, biến động của VN-Index trong khoảng 1 tháng trở lại đây chỉ dao động quanh 1020 - 1059 điểm",-1
" Tuần trước, Trung Quốc báo cáo dữ liệu giá tiêu dùng yếu hơn dự kiến, với mức tăng 0,7% so với cùng kỳ năm ngoái trong tháng 3, thấp hơn mức dự báo là tăng 1%.Ngân hàng Mỹ Citi cho rằng lạm phát yếu báo hiệu “sự phục hồi tiêu dùng ở Trung Quốc năm nay sẽ là sự phục hồi hai nửa”",1
" Tổng khối lượng trái phiếu doanh nghiệp đến hạn phải thanh toán là 71,2 nghìn tỷ đồng trong Q2/23 và 104,4 nghìn tỷ đồng trong Q3/23.Trường hợp xấu nhất khi các doanh nghiệp phát hành không thể hoàn thành nghĩa vụ thanh toán, lợi nhuận của ngành ngân hàng sẽ bị tác động mạnh. Do đó, việc Chính phủ nhanh chóng có các biện pháp hỗ trợ tháo gỡ các khó khăn sẽ có vai trò rất quan trọng đến dòng tiền thị trường",1
"Giá vàng “đang đuối sức trước khi đón báo cáo chỉ số giá tiêu dùng (CPI) vào ngày mai” - chiến lược gia cấp cao Bob Haberkorn của RJO Futures nhận định.Theo một cuộc khảo sát của hãng tin Dow Jones, giới chuyên gia kinh tế đang dự báo CPI toàn phần tháng 1 tăng 0,4% so với tháng 12 và tăng 6,2% so với cùng kỳ năm trước, CPI lõi - thước đo không bao gồm giá thực phẩm và năng lượng - được dự báo tăng tương ứng 0,3% và 5,5%.Bản báo cáo sẽ được Bộ Lao động Mỹ công bố vào lúc 8h30 sáng ngày 14/3 theo giờ địa phương, tức vào tối nay theo giờ Việt Nam",0
" Quyết định này sẽ phụ thuộc khá nhiều vào con số CPI tháng 02 (14/03)""",0
" Nếu thành công, vốn điều lệ của ngân hàng sẽ tăng từ 13.699 tỷ đồng lên 20.548 tỷ đồng",1
"Hiện các trụ đỡ chính chỉ còn sót lại SAB tăng 5,17%, VIC tăng 2,03%, VPB tăng 1,38%. Trong đó chỉ có SAB duy trì được mức tăng tốt, mới để mất khoảng 0,59% so với mức giá đỉnh lúc 10h50. Còn lại như đã nói, VIC tụt tới 1,79% so với mức đỉnh, VPB tụt 0,9%",-1
Trong đó riêng khoản phải thu ngắn hạn khác chiếm tỷ trọng lớn với giá trị 8.400 tỷ đồng,1
"Với nhóm ngân hàng quốc doanh (VCB, BID và CTG), tăng trưởng lợi nhuận được hỗ trợ bởi tín dụng tăng và NIM duy trì. Riêng với BID, áp lực trích lập dự phòng giảm cũng giúp ngân hàng cải thiện lợi nhuận trong quý 1.Với nhóm ngân hàng cổ phần, ngoại trừ các ngân hàng với tỷ trọng cho vay lĩnh vực bất động sản ở mức cao (bao gồm TCB) có lợi nhuận giảm do tăng trích lập dự phòng rủi ro tín dụng, hầu hết có lợi nhuận sau thuế quý 1 ước tăng trưởng so với cùng kỳ, dẫn đầu là STB (+57%) và ACB (+24,6%)",1
"Hiện tại, quan hệ thương mại Mỹ-Trung đang đối mặt với nhiều thách thức do bất đồng quan điểm ngày càng lớn giữa Washington và Bắc Kinh về nhiều vấn đề như nhân quyền, thương mại bình đẳng, cạnh tranh công nghệ và quyền tiếp cận thị trường. Cuộc chiến thương mại Mỹ-Trung do cựu Tổng thống Mỹ Donald Trump khởi xướng vào năm 2018 cũng là một nhân tố quan trọng khiến quan hệ thương mại song phương suy giảm, bởi hai bên đã mạnh tay áp thuế quan lên hàng hoá của nhau.Ngoài ra, người tiêu dùng Mỹ còn có xu hướng quan tâm nhiều hơn đến xuất xứ của hàng hoá khi mua hàng, và nhu cầu đối của họ đối với các sản phẩm sản xuất tại Trung Quốc gồm điện thoại và quần áo có chiều hướng giảm bớt - theo Bloomberg. Bên cạnh đó, các vấn đề về chuỗi cung ứng trong thời gian đại dịch đã dẫn tới nỗ lực đa dạng hoá logistics, đồng nghĩa Mỹ nhập khẩu hàng hoá nhiều hơn từ các quốc gia láng giềng lân cận",-1
"Tính đến ngày 30/12/2022, tổng tài sản của PGB là 49 nghìn tỷ đồng (2 tỷ USD) với giá trị sổ sách trên mỗi cổ phiếu là 15.285 đồng. Thu nhập lãi thuần năm 2022 của ngân hàng là 1,2 nghìn tỷ đồng (+22% YoY) và EPS là 1.349 đồng/cổ phiếu (+54% YoY)",1
"Sự thiếu hụt không gian này cũng tiếp tục xảy ra ở “thế giới bên kia”, và vấn đề càng trở nên trầm trọng hơn do tình trạng già hóa dân số nhanh chóng ở Hồng Kông. Theo dữ liệu điều tra dân số, hơn 1/5 người Hồng Kông trên 65 tuổi, và con số đó được dự đoán sẽ tăng lên hơn 1/3 vào năm 2069.Tòa tháp Shan Sum ở Hồng Kông - Ảnh: CNN.Mặc dù hơn 90% người Hồng Kông lựa chọn hỏa táng, nhưng không gian để lưu trữ hài cốt đang cạn kiệt",-1
" Trong số 12 ứng cử viên tiềm năng cho vị trí người đại diện cho Đảng Cộng hoà, cuộc khảo sát cho thấy ông Trump có được sự ủng hộ của 48% cử tri bầu cử sơ bộ của đảng này, bỏ xa người thứ hai là Thống đốc Ron DeSantis của bang Florida, người có 24%. Không một ứng cử viên Cộng hoà nào khác đạt tỷ lệ ủng hộ 2 con số, theo kết quả khảo sát.Tuy ông Biden gặp trở ngại không đáng kể trong cuộc bầu cử sơ bộ của Đảng Dân chủ, kết quả các cuộc thăm dò dư luận cho thấy công chúng có sự dè dặt khi đánh giá kết quả điều hành của ông trong nhiệm kỳ này",0
" Đáng chú ý, nợ nhóm 2 toàn ngành tăng tới 77,5%YoY.Thứ tư, áp lực trái phiếu đáo hạn sẽ tập trung vào quý 2 và quý 3 năm nay sẽ càng bào món đi sức khỏe của doanh nghiệp dù Nghị định 08 đã có những bước tiến trong việc tạo hành lang pháp lý cụ thể để doanh nghiệp và trái chủ có thể thống nhất phương án giải quyết",-1
Chỉ số cần vượt vùng 1065 – 1070 điểm để xác nhận trạng thái tích cực hơn bởi khi đó chỉ số sẽ thoát khỏi kênh giảm điểm ngắn hạn. Hiện tại hỗ trợ ngắn của chỉ số đang ở quanh ngưỡng giá hội tụ giữa giá trung bình 20 phiên và nền giá tích lũy tháng 1 trước đó ở quanh 1045 – 1050 điểm.Với xu hướng ngắn hạn của chỉ số hiện tại là đi ngang và có cơ hội chuyển sang tăng giá thì chúng tôi cho rằng nhà đầu tư nên canh gia tăng tỷ trọng trong các nhịp giảm điều chỉnh của thị trường,1
"Ở chiều ngược lại, quỹ sẽ bán ra bớt toàn bổ các cổ phiếu còn lại trong danh mục trong đó bán 803 nghìn cổ phiếu VIC; 801 nghìn cổ phiếu SSI; 750 nghìn cổ phiếu DPM và 630 nghìn cổ phiếu DIG.MarketVector Vietnam Local Index đã không có cổ phiếu nào được thêm vào hay bị loại khỏi chỉ số. Danh mục chỉ số MarketVector Vietnam Local Index bao gồm 42 cổ phiếu. Quỹ VanEck Vectors Vietnam ETF đang có tổng giá trị tài sản 653,51 triệu USD",0
" Hiện HPG, GVR, ACB và BVH là 4 cổ phiếu duy nhất tăng, nhưng GVR tụt giảm trong phiên sáng tới 2,1% so với đỉnh và chỉ còn trên tham chiếu 0,43%",-1
" Ngoài ra, chỉ báo tâm lý ngắn hạn tiếp tục tăng cho thấy các nhà đầu tư đã lạc quan hơn với diễn biến thị trường hiện tại",1
"Theo dữ liệu trên HNX, phiên 12/4, có hơn 6,5 triệu cổ phiếu IDP được giao dịch thỏa thuận với giá hơn 1.685 tỷ đồng, tương đương giá giao dịch trung bình là 257.600 đồng/cp",0
"Trong phiên, có lúc giá dầu tăng 1 USD/thùng sau khi có tin Nga tuyên bố tạm thời cấm xuất khẩu xăng và dầu diesel sang tất cả các nước Liên Xô cũ. Lệnh cấm có hiệu lực ngay lập tức nhằm bình ổn thị trường xăng dầu trong nước - Chính phủ Nga cho biết.Do lệnh cấm này của Nga, nhiều nước nhập khẩu xăng dầu của Nga sẽ phải chuyển sang mua từ các nhà cung cấp khác, dẫn tới sự thiếu hụt nguồn cung. Giá dầu sưởi giao sau có lúc tăng gần 5% trong phiên ngày thứ Năm",1
" Theo thông báo, ông Lương Trí Thảo (1974) - Phó Tổng giám đốc và là anh trai ông Lương Trí Thìn - Chủ tịch HĐQT DXG đã bất ngờ qua đời do đột quỵ - do đó không còn là thành viên HĐQT kiêm Phó Tổng Giám đốc công ty kể từ ngày 23/6.Theo báo cáo thường niên 2022 của DXG, ông Thảo đã có hơn 21 năm kinh nghiệm làm việc trong lĩnh vực bất động sản, phụ trách Khối Pháp lý dự án và Đối ngoại của Tập đoàn Đất Xanh với các chức năng quan trọng liên quan đến hoạt động kinh doanh cốt lõi của công ty bao gồm: Đối ngoại xúc tiến đầu tư; tổ chức công tác đối ngoại; pháp lý đất đai; pháp lý đầu tư - xây dựng.Mới đây nhất, ông Thảo đã bán thành công 5.231.598 cổ phiếu như đã đăng ký theo phương thức khớp lệnh và thoả thuận, từ ngày 26/4 đến 11/5/2023. Qua đó, giảm tỷ lệ sở hữu còn 959.436 cổ phiếu, chiếm 0,15%.",-1
"..Về thanh khoản, tháng 02/2023 cũng là tháng có thanh khoản trung bình thấp nhất trong gần 2 năm trở lại đây, đạt 10.122 tỷ đồng",-1
"Đặc biệt, SCIC đã tập trung triển khai công tác quản trị, tái cơ cấu tại các tập đoàn, tổng công ty có quy mô lớn mới tiếp nhận và đầu tư như tại Tổng công ty Sông Đà, Tổng công ty Hàng không Việt Nam, Tổng công ty Thép… và đề xuất xử lý 2 đại dự án trong 12 đại dự án thuộc ngành công thương.",1
" Những thông tin không chính xác, gây hiểu nhầm đến hình ảnh, thương hiệu và uy tín cũng như gây ảnh hưởng đến tâm lý nhà đầu tư, khách hàng cũng như xâm phạm quyền lợi của cổ đông Công ty Cổ phần Chứng khoán Bản Việt (VCI).""Chúng tôi đề nghị các tổ chức, cá nhân đang thực hiện các hành vi trên chấm dứt ngay lập tức việc thông tin sai sự thật này. Bên cạnh đó, chúng tôi cũng đang phối hợp chặt chẽ với các cơ quan chức năng để có biện pháp xử lý đối với các đối tượng trên nhằm bảo vệ quyền lợi và lợi ích hợp pháp của VCI theo quy định của pháp luật"", Chứng khoán Bản Việt cho hay",-1
" Khi nền kinh tế giảm tốc, chẳng ai dám lạc quan về kinh tế cả”.Ông Yao từ lâu vẫn ủng hộ việc phát tiền trực tiếp cho người dân để kích thích tiêu dùng. Một số thành phố ở Trung Quốc đã làm như vậy, nhưng chính quyền trung ương nước này vẫn còn dè dặt, thay vào đó dựa vào các biện pháp như cắt giảm thuế, nhất là giảm thuế cho doanh nghiệp.Đảng Cộng sản Trung Quốc sẽ có một cuộc họp quan trọng sau vài tuần nữa, và giới quan sát dự báo các biện pháp hỗ trợ tăng trưởng sẽ được đưa ra trong cuộc họp này",1
"Trao đổi thêm về vụ việc tại Credit Suisse sẽ ảnh hưởng thế nào đến Việt Nam, theo ông Minh, trong trường hợp ngân hàng này phá sản thì chắc chắn sẽ có phần tác động đến Việt Nam.Nên nhớ rằng, Credit Suisse là đơn vị thu xếp vốn trái phiếu cho nhiều doanh nghiệp lớn ở Việt Nam",0
Với nền tảng hình thành sóng rất tốt trong thời gian qua (chúng tôi đã phân tích kỹ trong các bản tin trước đây) có thể kỳ vọng thị trường có cơ sở hình thành uptrend trung hạn,1
"Việt Nam, Hàn Quốc, Đài Loan và Malaysia là vài trong số những nền kinh tế đã và đang hưởng lợi từ sự suy giảm thương mại Mỹ-Trung. Theo số liệu từ Bộ Thương mại Mỹ, tổng nhập khẩu hàng hoá vào Mỹ từ 4 nền kinh tế này đạt hơn 30,3 tỷ USD trong tháng 6, cách không xa mức 34,3 tỷ USD hàng hoá nhập khẩu vào Mỹ từ Trung Quốc cùng kỳ (số liệu đã điều chỉnh theo yếu tố mùa vụ). Trước đây, Trung Quốc dẫn trước nhóm nền kinh tế này về xuất khẩu hàng hoá sang Mỹ với một khoảng cách lớn",1
"OPEC+ là liên minh giữa Tổ chức Các nước xuất khẩu dầu lửa (OPEC) và một số thành viên ngoài khối này, với Saudi Arabia và Nga giữ vai trò thủ lĩnh không chính thức",0
"Toàn bộ công nợ này liên quan đến hợp đồng xây dựng giữa Xây dựng Hòa Bình với FLC tại dự án Khu đô thị du lịch sinh thái FLC Sầm Sơn tại xã Quảng Cư, thị xã Sầm Sơn, tỉnh Thanh Hóa - trong đó 270 tỷ là tiền mặt, 34 tỷ đồng còn lại là do FLC ký chuyển nhượng bất động sản tại dự án Khu đô thị du lịch sinh thái FLC Sầm Sơn để cấn trừ toàn bộ nghĩa vụ thi hành án còn lại của FLC với Xây dựng Hòa Bình.Cùng ngày 13/10, ALB & Partnners cũng báo cáo đã nhận được bản án có hiệu lực pháp luật của Tòa án Nhân dân TP Quy Nhơn, Bình Định về việc tranh chấp hợp giữa Xây dựng Hòa Bình và Công ty TNHH Vì Khoa học.Theo đó, Hội đồng xét xử đã chấp thuận toàn bộ yêu cầu khởi kiện của Xây dựng Hoà Bình, buộc Công ty TNHH Vì Khoa học thanh toán cho HBC số tiền là hơn 100 tỷ đồng - trong đó 72 tỷ đồng là giá trị thi công còn thiếu, 21 tỷ đồng là tiền lãi chậm thanh toán đến ngày 21/7/2023, còn lại là chi phí phát sinh do tạm ngừng thi công",-1
"Hơn một nửa giá trị xuất khẩu của Việt Nam sang Hoa Kỳ là các sản phẩm công nghệ cao (ví dụ: hàng điện tử tiêu dùng & điện thoại thông minh), các sản phẩm may mặc và giày dép, còn lại là các sản phẩm khác như nội thất và nông sản.Đối với ngành dệt may Việt Nam, Hoa Kỳ luôn là thị trường trọng điểm, liên tục trong những năm gần đây đều chiếm hơn 40% tỷ trọng xuất khẩu toàn ngành. Năm 2022, kim ngạch xuất khẩu hàng dệt may Việt Nam vào thị trường Hoa Kỳ chỉ đứng sau Trung Quốc, đạt 17,8 tỷ USD. Tuy nhiên, 6 tháng đầu năm, xuất khẩu hàng dệt may 6 tháng chỉ đạt hơn 6 tỷ USD, giảm khoảng 27% so với cùng kỳ năm trước",-1
" Chính phủ Trung Quốc cũng yêu cầu các ứng dụng của khu vực tư nhân tích cực thúc đẩy việc sử dụng e-CNY. Alipay đã bắt đầu thử nghiệm thanh toán bằng đồng tiền điện tử này vào năm 2021. Năm ngoái, Tencent tuyên bố sẽ bắt đầu hỗ trợ e-CNY trong ví WeChat Pay.Tuy nhiên, đồng Nhân dân tệ điện tử vẫn chưa có được những bước tiến rõ rệt",0
"Dựa trên tình hình lạm phát trong nước hạ nhiệt và tỷ giá ổn định, Ngân hàng Nhà nước đã quyết định điều chỉnh giảm một số lãi suất điều hành kể từ ngày 25/5/2023 như lãi suất tái cấp vốn giảm 0,5 điểm %, trần lãi suất huy động kỳ hạn 1 tháng tới dưới 6 tháng giảm 0,5 điểm %..",1
" Trong khi đó mức bán ra 504,6 tỷ đồng, cao nhất 7 phiên. Diễn biến này cho thấy tín hiệu ngày càng rõ hơn về sự suy yếu của dòng vốn ngoại, hơn là nhu cầu chốt lời quá đột biến",0
"Số lượng các giao dịch thỏa thuận trên 20 tỷ hôm nay tương đối ít so với các ngày gần đây, trong đó đáng chú ý là giao dịch thỏa thuận gần 3,7 triệu cổ phiếu VIC (tương đươngg gần 238,8 tỷ đồng) giữa nhóm nhà đầu tư nước ngoài.Ngoài ra, nhà đầu tư cá nhân tiếp tục thỏa thuận sang tay nhiều cổ phiếu ngân hàng, bao gồm ACB, STB, SHB.Dệt may là nhóm cổ phiếu đáng chú ý hôm nay với thanh khoản cải thiện và chỉ số dòng tiền tích lũy FMI_Abs đi lên từ đáy 1 năm",1
- Nhờ du lịch phục hồi: Nhiều “ông lớn” hàng không thoát lỗ. (Ánh Tuyết).- Tìm giải pháp hạn chế trục lợi bảo hiểm thất nghiệp,1
" Ngoài ra CTS, FTS, SHS, AAS, WSS, AGR, BVS, MBS… cũng giảm trên 4% với thanh khoản cao.Nhóm chứng khoán hầu hết đều mạnh hơn thị trường trong tháng 9 này",1
" Loạt 10 cổ phiếu nhóm chứng khoán giảm trên 2% bao gồm cả các mã đình đám vừa qua như VIX, ORS.Trong hơn 80 cổ phiếu sàn HoSE lao dốc quá 2% hôm nay, rất nhiều cổ phiếu chứng kiến thanh khoản rất lớn. Ngoài VND, có thể điểm tới STB, NVL, VPB, CII, DXG, VIX, PDR, VRE, HVN thanh khoản hàng trăm tỷ đồng.Nhóm blue-chips cũng bị ảnh hưởng đáng kể",-1
" Chúng ta đã từng chứng kiến khủng hoảng trần nợ xảy ra trước kia rồi, và Washington không muốn xảy ra vỡ nợ ngay trước một cuộc bầu cử lớn",0
"Với nguồn lực tài chính sẵn có, kinh nghiệm quản trị cùng với nhiều đối tác nước ngoài của SCIC, SCIC sẵn sàng đầu tư mở rộng nguồn vốn để đáp ứng yêu cầu chỉ đạo của Chính phủ",1
