Sentences,Sentiment
 Munger giúp thực hiện thương vụ thông qua 1 quỹ tín thác ABC - vốn là cách để né thuế hợp pháp ở thời điểm đó nhưng sau này đã bị cấm,0.0
" Nếu tính theo mức giá trên, giá trị giao dịch của ông Đặng Quang Tuấn rơi vào khoảng gần 2.600 tỷ đồng.",0.0
"Trước đó cùng ngày, Moody’s cảnh báo có thể hạ điểm tín nhiệm hoặc xem xét hạ điểm tín nhiệm đối với 7 định chế tài chính Mỹ",-1.0
" Một chỉ số đo giá dầu vào của các doanh nghiệp dịch vụ cũng tăng.Sự tăng trưởng trong lĩnh vực dịch vụ có thể dẫn tới sự dai dẳng của lạm phát, nhất là lạm phát lõi, đặt ra khả năng Cục Dự trữ Liên bang Mỹ (Fed) phải giữ lãi suất ở mức cao trong thời gian lâu hơn",-1.0
"..- CTCP Tập đoàn PC1 (mã PC1-HOSE): Phó Tổng Giám đốc Nguyễn Minh Đệ đăng ký bán 1,1 triệu cổ phiếu, nhằm đáp ứng nhu cầu tài chính cá nhân, giao dịch được thự hiện từ ngày 16/6 đến 14/7/2023. Nếu thành công, ông Đệ sẽ giảm số lượng cổ phiếu xuống còn gần 2,5 triệu, chiếm 0,92% vốn tại PC1.Trên thị trường, giá cổ phiếu PC1 đạt 29.350 đồng/cổ phiếu và tăng 36% so với hồi đầu năm (21.600 đồng/cổ phiếu).- CTCP Nhiệt điện Phả Lại (mã PPC-HOSE): Công ty TNHH Năng lượng REE đăng ký bán 2 triệu cổ phiếu từ 15/6 đến 13/7/2023. Trước đó từ 11/5 đến 86/2023, Năng lượng REE đã bán 1,3 triệu cổ phiếu PPC",1.0
"Kết thúc quý 1/2023, APG ghi nhận lãi đạt hơn 42 tỷ đồng (cùng kỳ lãi hơn 78 tỷ đồng) là do lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn quý 1 này giảm; lãi từ các khoản cho vay và phải thu giảm và doanh thu nghiệp vụ môi giới chứng khoán cũng giảm.Đóng cửa ngày 5/6, giá cổ phiếu này giảm về còn 7.700 đồng/cổ phiếu.",1.0
" Trong 4 phiên liên tiếp vào tuần trước, quỹ bán ròng tổng cộng 9,1 tấn vàng",0.0
" Trong các phiên sắp tới, xu hướng chủ đạo sẽ là tăng điểm",1.0
" Thị trường tiếp tục có những diễn biến tăng giảm đan xen trong kênh giá tăng với vùng hỗ trợ tại biên dưới là 1.040-1.045 điểm.Theo tôi tâm lý hiện tại của nhà đầu tư đang chờ đợi ngoài thông tin vĩ mô, thì quan trọng nhất là báo cáo lợi nhuận rõ ràng hơn. Dự kiến, khi kết quả kinh doanh quý /20231 được công bố, lúc đó bức tranh tốt xấu của doanh nghiệp được hé lộ, thì sẽ có sự phân hóa rõ hơn trên thị trường, thanh khoản sẽ cải thiện tốt hơn",0.0
"Tự doanh mua ròng 34,1 tỷ đồng tính riêng khớp lệnh họ bán ròng 7,4 tỷ đồng. Tính riêng giao dịch khớp lệnh: Tự doanh mua ròng 4/18 ngành. Nhóm mua ròng mạnh nhất là Ngân hàng, Dịch vụ tài chính",1.0
"“Việc chỉ số CPI và Chỉ số giá sản xuất (PPI) giảm xuống gần đây, cũng như việc doanh số bán lẻ giảm trong tháng trước, khiến nhiều nhiều người tin rằng Fed sẽ nới lỏng chính sách thắt chặt tiền tệ cứng nhắc của mình. Nhưng chưa có gì rõ ràng hay chắc chắn cả”, ông Sam Stovall, chiến lược gia trưởng tại CFRA nói. “Chỉ còn một tuần nữa sẽ có báo cáo và họp báo của Ủy ban Thị trường mở Liên bang (FOMC) vào ngày 22/3 nhưng bạn có thể cảm thấy như vô tận",1.0
" Các giai đoạn điều chỉnh của thị trường vẫn sẽ tạo ra cơ hội giải ngân tốt”.Tạm thời, vùng 1.090-1.100 điểm trở thành vùng cản của VN-Index(Công ty Cổ phần Chứng khoán Rồng Việt – VDSC)""Thị trường tiếp tục với trạng thái thăm dò của cung cầu. Dự kiến thị trường sẽ có tác động hồi phục trong thời gian gần tới để kiểm tra lại nguồn cung, tạm thời vùng 1.090-1.100 điểm trở thành vùng cản của VN-Index",1.0
" Khu vực kinh tế tư nhân, chiếm khoảng 80% việc làm mới được tạo ra ở thành thị, vẫn đang trong quá trình phục hồi sau thời kỳ suy yếu vì các biện pháp siết chặt kiểm soát của Chính phủ đối với ngành công nghệ và một số ngành khác. Các nhà hoạch định chính sách Trung Quốc đã cam kết thúc đẩy việc cấp vốn tín dụng cho doanh nghiệp, nhưng bản thân các doanh nghiệp lại đang bị hạn chế bởi sự suy yếu của nhu cầu trong nước",1.0
"Được biết, ngày 28/4 tới, HAG sẽ tổ chức Đại hội đồng cổ đông thường niên năm 2023 tại TPHCM. Theo đó, HAG dự kiến sẽ trình ĐHĐCĐ thông qua kế hoạch sản xuất kinh doanh năm 2023 gần như đi ngang với doanh thu thuần đạt 5.120 tỷ đồng và lợi nhuận sau thuế đạt 1.130 tỷ đồng.Năm 2022, HAG ghi nhận doanh thu thuần đạt 5.111 tỷ đồng và lợi nhuận sau thuế đạt 1.125 tỷ đồng.Dự kiến năm nay, công ty của bầu Đức cũng dự kiến không chia cổ tức",1.0
"Vẫn giữ quan điểm là xoay xỏa cả năm cũng phải có lúc nghỉ ngơi, giờ là lúc tĩnh lặng để quan sát. Thị trường tăng cũng được, giảm càng tốt, quan trọng là có đủ các tín hiệu an toàn trước khi bước vào một mùa vụ mới. Điều khó nhất trong giao dịch là kiềm chế lòng tham và bảo vệ lợi nhuận vì sống sót trong đường dài là nhờ khả năng bảo vệ nguồn lực. Chừng nào nguồn lực vẫn dôi dư qua mỗi lần giao dịch thì còn có khả năng chiến đấu tiếp và nắm bắt cơ hội tiếp theo, còn việc trượt sóng, nhỡ sóng là bình thường",0.0
"Các báo cáo chỉ số giá tiêu dùng (CPI) và chỉ số giá nhà sản xuất (PPI) tháng 4 do Bộ Lao động Mỹ công bố tuần này cho thấy lạm phát đang dịu đi, nhưng tốc độ giảm chậm chạp, khiến nhà đầu tư cho rằng Fed khó cắt giảm lãi suất trong năm nay. Chừng nào Fed còn giữ lãi suất cao, giá vàng còn chịu sức ép mất giá, vì vàng là một tài sản không mang lãi suất",0.0
" Đột nhiên đợt ATC có giao dịch tới gần 1,7 triệu cổ và giá nhảy vọt lên 40.900 đồng, tức là thay đổi +3,68% trong một lần giao dịch, thu hẹp mức giảm so với tham chiếu còn -0,24%. VIC cũng có cú nhảy từ 52.200 đồng lên 52.500 đồng, còn giảm 0,76% so với tham chiếu. VCB nhảy từ 92.300 đồng lên 92.800 đồng, còn giảm 0,75%. BID từ 44.000 đồng lên 44.250 đồng, còn giảm 0,78%",-1.0
Sở Giao dịch Chứng khoán TP,0.0
"Theo đó, CTCP Novagroup đăng ký bán 43 triệu cổ phiếu NVL bằng phương pháp thỏa thuận nhằm cân đối danh mục đầu tư và hỗ trợ cơ cấu các khoản nợ, nghĩa vụ khác",0.0
"Điều này gợi ý khả năng thị trường vẫn còn dư địa biến động tiêu cực trong ngắn hạn, tuy nhiên biến động kỳ vọng không quá lớn do đã phản ánh một phần ở đợt giảm tháng 2.Nhìn xa hơn, P/E ước tính cho năm 2023 của VN-Index đang ở mức 9,6 lần thấp hơn đáng kể so mức trung bình 10 năm (13,2 lần) và cũng thấp hơn mức cận dưới (10,4 lần)",1.0
" Mức đầu tư công cao sẽ kéo theo sự hồi phục của nền kinh tế.Cũng theo ông Thành, vào ngày 22/3 vừa qua, Fed đã tiếp tục điều chỉnh lãi suất tăng lên 0,25 điểm phần trăm sau việc đổ vỡ của một số ngân hàng tại Mỹ và Châu Âu, nhưng Ngân hàng Nhà nước (Việt Nam) chưa thể mạnh tay nới lỏng chính sách tiền tệ. Tuy nhiên, việc nới lỏng chính sách tiền tệ vẫn sẽ là “cánh cửa hẹp” có thể được mở ra vào tháng 6 năm nay khi mà áp lực chênh lệch lãi suất giữa Việt Nam và thế giới thu hẹp.Các chuyên gia cho rằng, để đạt được mục tiêu tăng trưởng GDP 6,5% ngoài việc thực hiện chính sách tài khóa thông qua giải ngân mạnh đầu tư công cần có chính sách tiền tệ, giảm lãi suất và hỗ trợ tăng trưởng từ giữa năm 2023. Song song với việc tăng trưởng cần thực hiện mục tiêu kiểm soát lạm phát ở mức 4,5 %",1.0
" Theo đó, HĐQT BAF phê duyệt Công ty Tài chính Quốc tế (International Finance Corporation - IFC) tham gia đặt mua trái phiếu chuyển đổi và trái phiếu trơn (senior bond hay trái phiếu được ưu tiên trả nợ - theo văn bản từ BAF) do BAF phát hành. Tổng giá trị trái phiếu phát hành là 900 tỷ đồng, trong đó 600 tỷ đồng là trái phiếu chuyển đổi, còn lại là trái phiếu trơn.Kết quả kinh doanh của BAF. Về tình hình kinh doanh, Công ty CP Nông nghiệp BAF Việt Nam (BAF) ghi nhận lợi nhuận quý 4/2022 giảm 91,4% từ 76 tỷ đồng xuống còn 6,5 tỷ đồng",-1.0
"Dù đã giảm mạnh từ mức hơn 70% vào năm 1999, USD vẫn là đồng tiền chiếm tỷ trọng lớn nhất trong dự trữ ngoại hối toàn cầu - theo dữ liệu của Quỹ Tiền tệ Quốc tế (IMF). Ở thời điểm quý 4 năm ngoái, USD chiếm 58,36% trong dự trữ ngoại hối toàn cầu. Đồng tiền chiếm tỷ trọng lớn thứ hai là Euro, chỉ đạt mức 20,5%, trong khi đồng Nhân dân tệ có tỷ trọng 2,7%.Do sự phụ thuộc lớn của thế giới vào đồng USD, các quốc gia rất dễ bị ảnh hưởng bởi biến động kinh tế và các động thái chính sách tiền tệ của Mỹ",-1.0
" Chính vì thế, lợi nhuận gộp của HBC đã giảm mạnh 68% về còn gần 258 tỷ đồng, biên lãi gộp cũng giảm từ 7.1% về 1.8%.Bên cạnh đó, chi phí quản lý doanh nghiệp cũng tăng mạnh, gấp 2.3 lần năm trước, lên gần 940 tỷ đồng. Dưới áp lực chi phí tăng mạnh, HBC báo lỗ ròng năm 2022 hơn 1.138 tỷ đồng",-1.0
"Với Phốt pho vàng, nhu cầu toàn cầu suy yếu do sản xuất chất bán dẫn sụt giảm. Suy thoái kinh tế dẫn đến nhu cầu đối với hàng điện tử và chất bán dẫn giảm vào năm 2023. World Semiconductor Trade Statistics dự báo thị trường chất bán dẫn toàn cầu sẽ giảm 4% vào năm 2023 xuống còn 557 tỷ USD, đây là lần giảm hàng năm đầu tiên kể từ năm 2019.Ngoài ra, nhà sản xuất chip Đài Loan TSMC - nhà sản xuất chip theo hợp đồng lớn nhất thế giới dự báo rằng doanh thu quý đầu tiên sẽ giảm 5% so với cùng kỳ và họ sẽ cắt giảm đầu tư hàng năm do nhà cung cấp lớn của Apple Inc dự đoán nhu cầu sẽ giảm do nền kinh tế toàn cầu đang chậm lại",-1.0
"Cùng thời điểm, Tập đoàn Phú Quý niêm yết giá vàng miếng SJC cho thị trường Hà Nội ở mức 66,2 triệu đồng/lượng (mua vào) và 66,9 triệu đồng/lượng (bán ra), tăng 150.000 đồng/lượng ở cả hai đầu giá so với sáng hôm qua.Nhẫn tròn trơn 999,9 hiệu Phú Quý có giá 53,25 triệu đồng/lượng và 54,1 triệu đồng/lượng, tăng 50.000 đồng/lượng ở cả hai đầu giá",1.0
"Được biết, HAI đã công bố ngày 3/4 là đăng ký cuối cùng để tổ chức ĐHĐCĐ bất thường năm 2023. Thời gian và địa điểm họp công ty sẽ thông báo sau.Đồng thời, HOSE cũng vừa thông báo sẽ hủy niêm yết bắt buộc đối với hơn 64,5 triệu cổ phiếu SII của CTCP Hạ tầng Nước Sài Gòn - Saigon Water do công ty báo lỗ kiểm toán 3 năm liên tiếp.Trước đó ngày 14/4/2022, HOSE thông báo chuyển cổ phiếu SII từ diện cảnh báo sang kiểm soát, do lợi nhuận sau thuế công ty mẹ các năm 2020 - 2021 đều âm.Tuy nhiên, ngày 29/03/2023, HOSE đã nhận được công bố thông tin Báo cáo tài chính riêng và hợp nhất kiểm toán năm 2022 của công ty",-1.0
"Đồ họa: Nikkei Asia""Chúng tôi dự báo sự phục hồi nhờ các biện pháp kích thích sau khi chấm dứt Zero Covid ở Trung Quốc và sự xoay trục chính sách của Fed sẽ tạo điều kiện để giá kim loại đồng tăng lên 8.500 USD/tấn vào cuối năm 2023”, các nhà kinh tế của Citi Research viết trong báo cáo công bố tháng 12.Một kim loại phản ứng đặc biệt nhanh với thay đổi lãi suất là vàng. Lãi suất tăng thường thúc đẩy các nhà đầu tư bán vàng. Hợp đồng tương lai vàng tại New York hiện giao dịch quanh mức 1.860 USD/ounce, giảm từ mức 2.058 USD hồi tháng 3/2022.Hiện vẫn chưa có gì chắc chắn về việc Fed sẽ hạ lãi suất trong năm nay, vì nhiều nhà phân tích cho rằng nếu lạm phát vẫn ở mức cao thì một động thái như vậy khó xảy ra, kể cả khi tăng trưởng kinh tế chậm lại.“Tại cuộc họp của Ủy ban Thị trường mở liên bang (FOMC) vào tháng 3 tới, chúng ta có thể sẽ biết về thời điểm Fed ngừng tăng lãi suất”, nhà phân tích thị trường vàng Koichiro Kamei tại Viện Chiến lược thị trường Tokyo nói",1.0
"Trong phiên ngày thứ Ba tại thị trường New York, giá vàng giao ngay tăng 3,9 USD/oz, tương đương tăng 0,2%, chốt ở 1.976,7 USD/oz.Vàng chững giá trong bối cảnh nhà đầu tư chờ bước tiến trong cuộc đàm phán trần nợ của Mỹ, khi ngày 1/6 - mốc thời gian mà Bộ Tài chính nước này đã cảnh báo rằng Washington có thể rơi vào cảnh vỡ nợ - đang đến rất gần.Trong cuộc gặp diễn ra vào cuối ngày thứ Hai tại Nhà Trắng, Tổng thống Joe Biden và Chủ tịch Hạ viện Kevin McCarthy đã không đạt được thoả thuận nào để nâng trần nợ Mỹ từ mức 31,4 nghìn tỷ USD hiện nay",-1.0
"Việc ngành công nghiệp dầu lửa thiếu đầu tư vào sản xuất trong những năm gần đây cũng sẽ là một động lực đẩy giá dầu lên cao hơn, và sự thiếu công suất khai thác này sẽ trở thành một vấn đề lớn trong năm 2023 – nhà phân tích Jeff Currie của Goldman Sachs nói với hãng tin Bloomberg.“Siêu chu kỳ giá hàng hoá cơ bản là một hệ quả của sự tăng giá với mỗi đỉnh giá sau cao hơn đỉnh giá trước, và mỗi đáy giá sau cao hơn đáy giá trước – ông Currie, người đứng đầu mảng nghiên cứu hàng hoá cơ bản của Goldman Sachs, nói",1.0
" Dù vậy giảm sâu nhất cũng mới có VHM giảm 1,88% và CTG giảm 0,85%",1.0
" Nói với VnEconomy về việc vì sao mặt bằng lãi suất ngân hàng đã giảm đáng kể trong thời gian vừa qua tuy nhiên các công ty chứng khoán vẫn chưa hạ nhiệt lãi suất cho vay, ông Nguyễn Thế Minh, Giám đốc khối khách hàng cá nhân của Công ty Chứng khoán Yuanta cho hay, có ba nguyên nhân chính.Thứ nhất, margin của các công ty chứng khoán đến từ hai nguồn chính gồm: tiền của công ty và tiền vay ngân hàng, tổ chức tín dụng. Thời gian gần đây mặt bằng lãi suất hạ nhiệt nhưng lãi suất cho vay vẫn duy trì ở mức cao, giảm không đáng kể, chi phí vốn của các công ty chứng khoán vẫn cao do đó khó giảm lãi suất cho vay margin",-1.0
"Bên cạnh đó, sản lượng xuất khẩu dự kiến tiếp tục thấp trong bối cảnh kinh tế các khu vực Mỹ, EU và Trung Quốc đều ghi nhận suy yếu, đặc biệt là EU chưa cho thấy tín hiệu kiểm soát được lạm phát.Mặc dù vậy, đầu tư công tiếp tục là lĩnh vực được kỳ vọng sẽ tạo lực đỡ cho nhu cầu thép trong bối cảnh hiện nay",-1.0
" Điều quan trọng là dòng tiền mua quá thận trọng, khiến sức ép tâm lý bị dồn nén ở bên cầm cổ. Đặc biệt nếu nhà đầu tư sử dụng margin để bắt đáy tuần trước với hi vọng nhịp điều chỉnh đã kết thúc thì rủi ro đổ vỡ kỹ thuật có thể thúc đẩy hành động giảm đòn bẩy quy mô lớn.",-1.0
"Nhóm điện có IDC tăng 2,23%, POW tăng 1,21%, VSH tăng 1,09%, nhưng cũng có NT2 giảm 0,17%, PPC giảm 0,35%, GEG giảm 0,91%...Cổ phiếu vật liệu mạnh ở nhóm xi măng, ACC tăng 1,17%, BTS tăng 1,28%, CLH tăng 1,03%, TXM tăng 3,13%",1.0
" Các doanh nghiệp Bluechips sẽ được hưởng lợi lớn nhất nhờ yếu tố dòng tiền tham gia thị trường.Tiến độ giải ngân đầu tư công đã tăng tốc trong các tháng gần đây sẽ giúp nhiều ngành hưởng lợi trong đó nổi bật như nhóm doanh nghiệp vật liệu xây dựng, xây dựng. Tuy nhiên, cần lưu ý câu chuyện đầu tư công mang tính kỳ vọng và có thể chưa phản ánh vào kết quả kinh doanh năm 2023. Một số cổ phiếu đã có mức tăng giá tốt trong thời gian qua trong khi kết quả kinh doanh chưa theo kịp.Một số chính sách đã và dư kiến được ban hành và sẽ được triển khai giai đoạn tới như: Chính sách tăng lương hưu, trợ cấp bảo hiểm xã hội và trợ cấp hàng tháng, Chính sách nâng thời hạn evisa từ 30 ngày lên 90 ngày, Chính sách giảm thuế VAT, Giảm 50% lệ phí trước bạ với ô tô sản xuất, lắp ráp trong nước, Chính sách tín dụng cho nhóm sản xuất đồ gỗ, thủy sản",1.0
" Qua đó, vốn điều lệ của DIG tăng từ 4.098.909.620.000 đồng lên 4.248.909.620.000 đồng, tương ứng 424.890.962 cổ phiếu.Mới đây, ngày 21/07, DIG đã tổ chức ĐHCĐ lần thứ 2 sau khi ĐHCĐ ngày 28/06 không tổ chức thành công do số cổ đông tham dự không đạt tỷ lệ theo quy định",1.0
 Nhịp nảy nhỏ này có thể kéo dài chút nữa và vẫn là dao động ngược chiều bình thường trong xu hướng giảm ngắn hạn,-1.0
" Tính đến ngày 15/9, xuất khẩu và nhập khẩu lũy kế năm 2023 lần lượt đạt 242,4 tỷ USD (-8,8% so với cùng kỳ) và 222,05 tỷ USD (-15,1% so với cùng kỳ). Động lực tăng trưởng cũng đến từ đầu tư công và giải ngân FDI.Lạm phát trong tháng 9 có thể tiếp tục bị áp lực bởi các thành phần giao thông (do giá xăng bán lẻ trong nước đã tăng khoảng 4% so với tháng trước), nhà ở và vật liệu xây dựng, lương thực và thực phẩm.Trong bối cảnh kinh tế thế giới còn nhiều bất ổn, việc đạt được mục tiêu tăng trưởng GDP năm 2023 lên đến 6−6,5% là vô cùng thách thức",-1.0
" Trong đó, giá trị mua vào đạt 1.633 tỷ đồng và bán ra 323 tỷ đồng, tính chung trong tháng 4/2023, nhà đầu tư nước ngoài đã mua ròng xấp xỉ 1.310 tỷ đồng",1.0
" Sự kiên nhẫn là điều cần có vì trong xu hướng điều chỉnh, ham hố bắt đáy sớm thường dẫn đến thua lỗ. Dòng tiền nóng ruột rất khó duy trì được khi các nhà đầu tư lớn đang nghỉ ngơi",-1.0
" Như vậy, biên gộp của các nhà máy thép dùng lò điện đang rất thấp, có thể nói là đang ở mức hòa vốn",0.0
" Tốc độ giải ngân từ Fubon Việt Nam cũng đã chậm lại đáng kể khi chỉ ghi nhận vào ròng 34,3 tỷ đồng",-1.0
"Trong báo cáo cập nhật triển vọng thị trường quý 2/2023, Chứng khoán KBSV đã  hạ dự báo tăng trưởng EPS toàn thị trường từ 5% ở báo cáo chiến lược gần nhất xuống còn 0,5% so với cùng kỳ 2022, sau khi số liệu quý 1 công bố cho thấy sự suy yếu mạnh hơn ước tính trong hoạt động kinh doanh của các doanh nghiệp",-1.0
" Tuy nhiên, việc nhiều công ty không đưa ra dự báo về lợi nhuận trong những quý tới đã khiến nhà đầu tư lo lắng.Theo chiến lược gia trưởng Art Hogan của B",-1.0
"Tính đến thời điểm 31/12/2022, Hòa Bình có 493 tỷ đồng tiền và tương đương tiền cùng 48 tỷ đồng tiền gửi tiết kiệm ngắn và dài hạn, tổng cộng 541 tỷ đồng",0.0
"Vừa qua, IBC đã hoàn thành các hạng mục trong đợt đầu, nhất là về nhân sự và giữ vững nhóm trung tâm hoạt động tốt. Hiện IBC sẽ tích cực khơi thông nguồn lực tài chính và chuẩn bị kiện toàn về mặt bằng và phục hồi tiếp nhóm các trung tâm khó khăn.APAX Leaders đã có hơn 30 trung tâm đủ điều kiện về mọi mặt tái khai trương trong tháng 2. Đến tháng 3, sẽ có 38 trung tâm tái khai trương ỏ Việt Nam",1.0
" Phần còn lại của thị trường cân bằng, thậm chí số giảm giá còn nhỉnh hơn.Nhóm cổ phiếu blue-chips sáng nay giao dịch tích cực trở lại, nhưng ngoại trừ VIC, chỉ vài mã là mạnh",1.0
" Bao gồm, thiếu vốn lưu động và lãi suất ngân hàng cao; Nhu cầu tiêu thụ thép thấp; Các nước xuất khẩu hầu hết đã và đang chuẩn bị điều tra thuế chống phá giá; EU đưa Việt Nam vào danh sách áp quota…Bên cạnh đó, ngành bất động sản đình trệ ảnh hưởng mạnh đến các doanh nghiệp vật liệu xây dựng. Hơn nữa, chi phí đầu vào tăng nhanh; chi phí vận tải quốc tế, giá cước phí tàu bè cao ảnh hưởng lớn đến kết quả kinh doanh của các doanh nghiệp trong ngành.Nguồn: VITIC tổng hợpTrước tình hình tiêu thụ chậm và giá cả diễn biến khó lường của thị trường thép, Hiệp hội Thép Việt Nam kiến nghị Bộ Tài chính điều chỉnh thuế VAT cho các sản phẩm thép từ 10% xuống 8%; Hạ lãi suất và ưu tiên cho vay với lãi suất ưu đãi đối với doanh nghiệp sản xuất; Tháo gỡ khó khăn, vướng mắc cho ngành bất động sản; Cập nhật thông tin và có cảnh báo kịp thời, tư vấn cho doanh nghiệp về biện  pháp ứng phó với rào cản thương mại từ các nước",-1.0
" Mức giá này tương đương 56,4 triệu đồng/lượng nếu được quy đổi theo tỷ giá USD bán ra tại ngân hàng Vietcombank, tăng 600.000 đồng/lượng so với hôm qua.Dù tăng mạnh trong phiên cuối tuần, giá vàng thế giới đã giảm mạnh trong tuần này dưới áp lực từ đà tăng giá của đồng USD. Tính cả tuần, giá vàng giao ngay đã giảm khoảng 1,7%, sau khi giảm 0,3% trong tuần trước",-1.0
"Xu hướng này thậm chí còn gây tổn hại cho các tập đoàn giàu tiền mặt như Tencent và Alibaba, vốn là những doanh nghiệp đã thắt lưng buộc bụng và dồn tiền tiết kiệm vào việc mua lại cổ phiếu của chính mình. Nhân viên tại các công ty đó cho biết những chu kỳ cắt giảm chi phí bất tận và thu nhập ngày càng đi xuống đã ảnh hưởng đến tinh thần làm việc của nhân viên.Những cập nhật tài chính tích cực gần đây từ các công ty internet khổng lồ của Trung Quốc đã không có nhiều tác dụng trong việc hỗ trợ giá cổ phiếu công ty. Cổ phiếu của Tencent hiện đã giảm 19% và Alibaba giảm 29% so với mức cao nhất thiết lập trong tháng 1.Kể từ khi bắt đầu đại dịch, 10 tập đoàn công nghệ lớn nhất của Trung Quốc đã mất tổng cộng 300 tỷ USD giá trị vốn hoá thị trường, trong khi các công ty tương tự ở Mỹ đã tăng thêm gần 5 nghìn tỷ USD vốn hoá - theo số liệu của S&P Capital IQ",-1.0
" Sau khi trừ đi các chi phí phát sinh, thuế, EVN báo lỗ 29.107 tỷ đồng 6 tháng đầu năm tăng mạnh so với số lỗ cùng kỳ năm ngoái 16.586 tỷ đồng.Nâng lỗ lũy kế của EVN lên tới 43.845 tỷ đồng tương đương với khoảng 1,8 tỷ USD. Vốn chủ sở hữu do đó giảm mạnh từ 225.000 tỷ đồng xuống còn 194.000 tỷ đồng",-1.0
" Nếu không tính Mỹ và Trung Quốc, tỷ lệ nợ công trên GDP sẽ giảm”.Ông Vitor Gaspar, Giám đốc phụ trách vấn đề tài khoá IMFIMF dự báo tổng nợ chính phủ trên toàn thế giới - bao gồm các khoản vay của chính quyền trung ương và địa phương, cùng các công ty thuộc sở hữu chính phủ - sẽ tăng đến mức tương đương 93,3% tổng sản phẩm quốc nội (GDP) toàn cầu trong năm nay, sau đó tiếp tục tăng dần lên 99,6% vào năm 2028. Tỷ lệ nợ chính phủ trên GDP toàn cầu là 82,8% vào năm 2018 và đạt mức đỉnh gần đây là 99,7% vào năm 2020.“Mỹ và Trung Quốc đóng góp nhiều nhất vào xu hướng này",-1.0
"Phía bán ròng khớp lệnh: họ bán ròng 7/18 ngành chủ yếu là nhóm ngành Bán lẻ, Công nghệ Thông tin",0.0
"Ông Trần Anh Thắng, Phó chủ tịch HĐQT, Tổng giám đốc, Người phụ trách quản trị CTCP Chứng khoán Nhất Việt (mã VFS-HNX) vừa đăng ký mua 7 triệu cổ phiếu VFS nhằm tăng tỷ lệ sở hữu.Giao dịch dự kiến thực hiện từ ngày 16/8 đến ngày 21/8/2023, theo phương thức thỏa thuận và khớp lệnh. Trước giao dịch, ông Anh Thắng đang nắm giữ 8,613 triệu cổ phiếu VFS, tỷ lệ 10,73% và nếu giao dịch thành công sẽ nâng sở hữu lên 19,46%, trở thành cổ đông lớn nhất của Công ty",1.0
" Những mã bị xả đáng chú ý là NVL giảm 4,13% giao dịch 586 tỷ đồng; VIX giảm 3,15% với 369,9 tỷ; GEX giảm 2,12% với 334,7 tỷ; MWG giảm 2,36% với 272 tỷ; CII giảm 3,52% với 234,3 tỷ…Tổng thanh khoản sàn HoSE sáng nay đạt khoảng 9.070 tỷ đồng, tăng 21% so với sáng hôm qua. Thanh khoản tăng mạnh trong khi độ rộng lại co hẹp, nhiều cổ phiếu giảm sâu cho thấy có tín hiệu bán ra mạnh tay hơn. Biến động của VN-Index không thật sự phản ánh giao dịch ở cổ phiếu vì vẫn có yếu tố đỡ trụ",0.0
" Các mã bị xả nhiều nhất là VND -34 tỷ đồng ròng, STB -34 tỷ, SSI -31,5 tỷ, PVD -25,5 tỷ. Phía mua lớn nhất là PNJ cũng chỉ chưa tới 10 tỷ đồng ròng.Cường độ mua vào của khối ngoại đang suy yếu nghiêm trọng, trong khi áp lực bán thì vẫn duy trì",-1.0
" Vùng phía Tây chứng kiến giá nhà giảm 3,8%, và vùng phía Nam giảm 3,6%.Bị đẩy lên bởi nguồn cung nhà giảm xuống thấp, nhưng giá nhà ở Mỹ cũng đang chịu áp lực giảm do lãi suất vay thế chấp nhà tăng cao",-1.0
" Thị trường trong nước sáng nay không thể tiếp nối đà hưng phấn hôm qua, trái lại, rơi vào một đợt sụt giảm trên diện rộng dưới áp lực của hoạt động lướt sóng ngắn hạn",-1.0
"Dù vậy yếu tố giảm bán vẫn tạo cơ hội cho nhiều cổ phiếu phục hồi giá rất tốt. So với phiên sáng sàn HoSE chỉ có 18 mã thanh khoản trên 100 tỷ đồng và chỉ có 5 mã tăng tỷ lệ khoảng 28% thì chiều nay đã có 43 mã thanh khoản trên 100 tỷ và 19 mã tăng, tỷ lệ khoảng 44%",1.0
"Tuy nhiên, nhiều chuyên gia nói rằng xu hướng cốt lõi của thị trường việc làm ở Mỹ hiện nay vẫn là thắt chặt, và điều này có thể được thể hiện một lần nữa qua báo cáo việc làm tổng thể của tháng 2 mà Bộ Lao động Mỹ dự kiến công bố vào ngày thứ Sáu.Giới phân tích dự báo nền kinh tế lớn nhất thế giới có thêm 205.000 công việc mới trong tháng 2, sau khi một số lượng công việc mới khổng lồ là 517.000 được tạo ra trong tháng 1. Tỷ lệ thất nghiệp của tháng 2 được dự báo vẫn giữ ở mức 3,4%, thấp nhất 53 năm rưỡi",1.0
" ACL tăng 3,81%, CMX tăng 4,61%, FMC tăng 2,99%, IDI tăng 6,03%, VHC tăng 4,19% là các cổ phiếu cùng ngành rất mạnh.Diễn biến chỉ số VN30-Index sáng nay rất yếu.Tổng thể trong 126 cổ phiếu thuộc VN-Index đang tăng trên 1% so với tham chiếu có 13 mã thanh khoản trên 100 tỷ đồng, 30 mã khác thanh khoản trong vùng 20 tỷ đến dưới 100 tỷ đồng",1.0
 Họ đều có quan điểm cho rằng lạm phát ở Mỹ đều đang quá cao so với mực tiêu 2% mà Fed đề ra,-1.0
